Card   1: 26 36 90  2 75 32  3 21 59 18 | 47 97 83 82 43  7 61 73 57  2 67 31 69 11 44 38 23 52 10 21 45 36 86 49 14
Card   2: 45 10 54 17 15 38 59 96 25 32 | 17 12 77 87 29 70 38 96 15 54 86 64 32 10 28 59 24 45 65 81 42 25 98 14 60
Card   3: 37 31 21 71 80 76 91 77 64 69 | 90 71 91 13  2 40 83 22 45 31 69 53 77 27 97 35  4 55 14  9 52 21 16 19 63
Card   4: 16 82 44 42 51 11 86 14 92 47 | 44 61 81 88 15 11 76 42 17 98 48 83 14 92 99 16 82 86 56 47 10 66 13 22 51
Card   5: 83 84 64 81 97 88 96 59 92 25 | 52 65 98 86 75 48 96 60 56 33 76 81 29 44 97 82 59 64 88 25 23 92 37 84 83
Card   6: 50 51 91 86 25 44 75 23  5 56 | 86 17 56 16 91 75 27 94 39 80 25 71 23 26 12 31 43 45  5 18 50 44 96 51 57
Card   7: 34 14 63 33 87 92 69 67 24 13 | 86 47 31 45  3 32 81 96 21 93 80 25 90 63 79  6 49 91  7 95 62 66 19 24 76
Card   8: 19 67 63 77 62 92 51 49 52  1 | 35  1 94 87 11 82 12 84 49 28 39 96 92 23 34  4 56  5 63 13 77 47 14  9 78
Card   9: 54 14 61 36 10 35 92 34 47 95 | 87 92 95 54  3 47 15 36 90 11  9 84 10 75 45 72 61 88 14 64 35 34 98 46 76
Card  10: 27 59 55 95  4 99  8 48 97  6 | 51 50 48 91 34  4 97 86 27 99 20 95 17  6 80 43 21 60 28 10 89 59 73 55  8
Card  11: 74 46 96 17 62 65 38  4 29  6 | 48 83 42  4 17 35  1 38  6 74 40 95 80 49 46 29 65 62 85 47 96 18 76 36 68
Card  12: 68 12 22 46 33 57 61 86 13 62 | 62 35 20  7 16 78 60 11  9 31 46 34 73 68 77 36 61 66 65 14 26 83 98 95 69
Card  13: 50 14 10  3 83 27 52 84 61 44 | 75 22 56 60 62 36 87 33 85 52  7 95 19 81 10 47 20 73 50 13 46  3 83 37 84
Card  14: 51 42 40 21 29 78 10 31 54 24 | 78 67 10 17 54 99  1 87  8 66 23 56  5 63 92 50 71 47 98  3 73 16 74 42 85
Card  15: 65 68 76  6 40 78 11 60 55 84 | 39 40 59 43 55 69 72 14 94 66 20 80 11 93 64 68 96 34 38 84 67 41 53 89 88
Card  16: 77 95 61 17 74 46 54  3 37 81 |  3 14 41 73 12 75 31 71 24 26 92 74 64 98 89 95 93 19 15 82 91 30 66 81 40
Card  17: 87 11 32 58 43 99  7 79 37 82 | 70 14 67 68 18 29 54 12 15 17 34 71 84 74  4 36 98 42 24 23 38 97 79 81 83
Card  18:  2 70 93 86 50 39 15 76 64  8 | 76 42 75 67 14 39 15 64 45 10 56 12 32  2 93 52  8 68 97 36 79 98 17 37 59
Card  19: 55 53 86 35 88 48 79 56 34 33 | 77 89 45 76 82 23 52 97 62 27  7 38 84 81 99 41 40 70 42 50 21  4 80 12 46
Card  20: 53 21 29 48 42 89 12 34 76 14 | 56 46 69 50 88 85 74 40 66 47 79 77 61  9 67 39 22 63  6 59 54 92 14 51 96
Card  21: 11 87 63 43  5 91 22 45 61 26 | 46 99 43 57 88 75 32 34 91  7 87 15 13 54 66 82  1 10 31 70 24 16  2 90 39
Card  22: 31 89 65 74 38  4 99 40 19  9 | 45 28 54 77  3 42 14 55 41 71 81 84 82 69 64 97 76 48 56 13 23 66 15 30  8
Card  23:  6 59 76 99  9 86  4 84  5 27 | 37 80 51 24 46 72 68 82 89 30 21 55 96  7 91 85 92 93 78 14 70 61  2 11 50
Card  24: 11 37 40 53 70 95 44  3 92 49 | 60 67 54 52 34 93 87 26 74 88  4 91 78 68 17 38 97  7 43 69 64 18 73 15 80
Card  25: 35 52 84 65 30  2 37 89 67 90 | 51 14 25 96 45  4 28 88  8 22 13 66  9 48 82 85 86 54 75 91  1 10 29  5 39
Card  26: 88 84  2 68 47 81  8 11 46 29 | 47 84 98 20 75 63 44 64 15  7 27 53 43 26 68 73  2 91 78 29 46 11 76  8 99
Card  27: 65 94 27 71 54 86 77 47 64 31 | 65  8 27 76 83 64 69 96 78 61  7 11 72 55 41 10 54 93 15 52 90  4 33 94 82
Card  28: 46 89 43 92 93 60 14 34 91 69 | 60 94 46 43 82 53 91 34 92 15 28 55  6 88 57 89 14 67  4 61 36 69  2 93 12
Card  29: 73 54 41 45 29 83 65 70 80 72 | 42 59  6 73 36 87 23 14 47 96 77 72 43 29 70 93 90 50 65 68 56 19 17 63 76
Card  30: 73 18 66  4 96 55 52 59 93 97 | 36 50 90 22 78 96 71 60 87 26 84 74 66 68 55 54 63 73 20 97 10 12 16 76 93
Card  31: 58 42 91 76 86 26 80  5 14 79 |  1 40  4 42 11 13 68 99 10 97 59 76 56 67  5 91 93 26 38 87 80 17 86 33 12
Card  32: 65 29 20 80 13 60 43 18 17 95 | 55 53 72  8 22 45 90 79 81 10 77  5 26 87 52 56 43 30 54 98 93 14 62 74 51
Card  33: 40 81 10 65 18 59  1 68 69 35 | 65 91 69 35 59 48 23 37 33 10 29 11 76 25 55 64 58  9 46 47 83 51 98 68  1
Card  34:  9 87 17 41 81 51 50 20  5 14 | 54 19 81 60 48 90 70 43 44 62 78  3  9  6 87 51  4 47 77 30 82 76 56 13 94
Card  35: 58 71 47  3 59 96 92 30 74  4 |  9 78 30 51 43 82 96 35 48 76 53 52 62 49  4 41 39 93 27 80 87 59 33 34  7
Card  36:  8 45 92 39 66 36 34 69 82 63 | 67 37 24 19 85 46 47 92 74  3 17 97 61 65 83 39 77 34 15 55 75  7 20 28 54
Card  37: 39 59 17 65 89 24 28 87 86 29 |  3 67 73 44 27 68  8 12 32 59  2 50 40 76 62 75 34  5 72 18 52 25 70 90 53
Card  38:  7 91  1 70 12 16 57 78 89 69 | 92 28 56 94 15 44 31 35 51 82 11 52  7 74 62  3 76 93 26  6 19 72 86 30  2
Card  39: 63 43 99 29 91 33 52 96 76 26 | 61 53 42  2 84 73 72 55 49 18 80 34 77 62 43 45 92 50 38 40 89 60 47 69 16
Card  40: 83 91 18 21 48  6 82 85 39 17 | 38 43  7 77 59 40 73  1 49 76 66 64 84 22 53 56 15 42 94 24  2 10 99 70 63
Card  41: 19 74 11 78 71 39 21 58 25 50 | 81 26 33 82 71 58 54  4 19 47 37 73 50 74 99 25 44 39 38 78 21 77 11 88 59
Card  42: 22 15  3 33 62 13 67 18 24 72 | 50  4 86 74 15 38 47 42 89  9 30 87  2 20 33 17 78 45 48 81 62 51 71 35 96
Card  43: 39 42 48 11 23 59 25 54 40 88 |  7 73 32  8  1 60  4 13 14 70 79  3 98 68 76 43 47  6 56 85 92 94 74 62 90
Card  44: 30 16 41 34 89 13  1 53  3 59 | 64 50 55 74 67 78 89 86 63 85 26 28 34 69 59 31 44 56 37 39 20 15 17 71 93
Card  45: 13 57 96 32 69 88 75 15 40 47 | 40 61 32 70 95 29 28 75 87 37 69 57 72 63 15 30 21 38 13 47 20 96 56 76 88
Card  46: 71 28 77 18 39 16 25  1 95 66 | 50 30 39 62 54 25 22 16 24 32 40 41 95 11 64 38 77 14 34 90 86 48  1  4 79
Card  47: 32 31 18 26 43 33 46 39 60 29 | 85 51 41 74 77 14 72 89 65 60 11 92 33 39 18 15 32 95 42 46 94 38 90 68 53
Card  48: 13 47 30  5 40 66 64 51 60 83 | 13 30 84 83 43 40 46  5 98 47 91 86  4 66 23 96 10 92 51 60 93 64 36 71 53
Card  49: 72 99 94 27 31 49 75 36 66 82 | 95  4 14 11 36 89 19 45 50 84 24 72 99 90 82 71 56 16 20 58 39 83 75 49 22
Card  50: 25 81 56  1 64 50 80 79 87 23 | 98 19 25 22 50 24 74 29 51  1 54 39 80 28 23 87 75 56 93 89 55 71  3 65 79
Card  51: 81 10 35 77 13 47 90 24 79 97 | 14 32 77 85 58 17 30 89  8 51 13 76 80 94 79 56 65 43 11  5 19 47 70 90 81
Card  52: 14 34 90 39 44 26 95 17 19 20 | 80 78 93 16 67 15 68 36 98  1 35 45 10 86 65 61 47 26 82  9 69 83 81 23 48
Card  53: 55 75  8 44 62 30 19 97 65 12 | 77 96 15 42 86 84 70 24 68 11 97 69 16 56 66 13 73 74 46 67  2 88 63 50 98
Card  54:  2 69 28 76 77  6 86 74 32 38 | 83 96 73 79 71  8  4 46 63 49 65 16 84 75 26 50 61 37 17 39 36 47 58 14 91
Card  55: 41 89 46 60 37 82 69 52 35 72 | 16 56 63 34 45 59 37  1 29 46 51 75 99 90 76  7 60 57  5 98 62 20 93 50 44
Card  56: 27 11  5 14 81 18 33 36 96 69 | 67 61  6 28 77 63 74 44 60 29 54 93 94 40 83 20 97 66 52 87  2 79 32  1 70
Card  57: 30 91 94 56 18 73 32 88 51 84 | 62 45 54  7 53 96 29 43  3 81 91 80 24 14 46 65 89  4 92 50 71 35 49 47 86
Card  58: 47 55 32 62 21 25 69 60 14 41 | 98 87 10 84 89  4 28 96 72 35 66 31 95 91 76  3 52 45 81 24 97  8  1 27 67
Card  59: 34 10  7 40 92 72  4 44 98 23 | 50 92 98 10  4 17 34 44 65 74 21 64  6 23 40 72 79 86 59 27  7 91 47 63 16
Card  60: 75  7 58 65 17 14 50  8 69 20 | 96 25 69 20 75 50  7  8 64 31 14 17 24 65 93 19 40 62 53 90 34 58 74 85 51
